TCODE,TIMESTAMP,FREQ,BW,TXID,AMP,DEVCNT,X,Y,Z,TLW
509,2015-08-19T15:38:41,2412000000,22000000,2708356959627183185,-59.0265159607,4,18.8934034209,26.5326802746,0.0,0
509,2015-08-19T15:38:41,2412000000,22000000,2412244974857225294,-30.0,4,36.3554870477,34.1951218199,0.0,0
509,2015-08-19T15:38:41,2412000000,22000000,3840169614827193480,-80.0,2,22.7535800203,53.8817576909,0.0,0
510,2015-08-19T15:38:42,2412000000,22000000,2848812985739314019,-34.0,4,35.7999010372,34.319154414,0.0,0
510,2015-08-19T15:38:42,2412000000,22000000,3840169614833681540,-86.0,2,53.2801540977,24.7061369029,0.0,0
510,2015-08-19T15:38:42,2412000000,22000000,3840169614769521742,-34.0,4,35.0117677388,34.6421758545,0.0,0
510,2015-08-19T15:38:42,2412000000,22000000,2816443372126209102,-34.0,3,34.9568915445,34.2671680997,0.0,0
510,2015-08-19T15:38:42,2412000000,22000000,2708356959627183185,-60.2745094299,4,19.806120765,27.4984354087,0.0,0
510,2015-08-19T15:38:42,2412000000,22000000,2848812985857999950,-34.5702133179,4,35.6619189437,33.8899048673,0.0,0
510,2015-08-19T15:38:42,2412000000,22000000,2848812985929106614,-34.0,2,37.2901368126,34.5678487054,0.0,0
510,2015-08-19T15:38:42,2412000000,22000000,2848812985863636089,-32.0,3,36.3652825093,33.9897539108,0.0,0
510,2015-08-19T15:38:42,2412000000,22000000,2412244974857225294,-50.0,1,12.12,68.01,0.0,0
511,2015-08-19T15:38:42,2412000000,22000000,2848812985739314019,-34.0,3,37.2024919425,34.9060941756,0.0,0
511,2015-08-19T15:38:42,2412000000,22000000,3840169614833681540,-86.0,2,53.2801540977,24.7061369029,0.0,0
511,2015-08-19T15:38:42,2412000000,22000000,2848812985857999950,-34.5702133179,4,35.7222873385,33.9322669345,0.0,0
511,2015-08-19T15:38:42,2412000000,22000000,3840169614769521742,-34.0,4,35.1041758869,34.5892126914,0.0,0
511,2015-08-19T15:38:42,2412000000,22000000,2708356959627183185,-63.3653831482,4,24.7401973481,29.2850846909,0.0,0
511,2015-08-19T15:38:42,2412000000,22000000,2412244974857225294,-48.0,3,16.3521505895,36.853734912,0.0,0
511,2015-08-19T15:38:42,2412000000,22000000,2848812985929106614,-34.0,3,35.3013413525,33.7582235287,0.0,0
511,2015-08-19T15:38:42,2412000000,22000000,2848812985863636089,-32.0,2,37.4100671348,34.4085040022,0.0,0
511,2015-08-19T15:38:42,2412000000,22000000,2816443372126209102,-34.0,2,36.8924989171,35.0961679101,0.0,0
