TCODE,TIMESTAMP,FREQ,BW,TXID,AMP,DEVCNT,X,Y,Z,TLW
34,2015-08-20T15:48:37,2412000000,22000000,2412244974914897032,-56.0,3,100,64,0,0
34,2015-08-20T15:48:37,2412000000,22000000,2730593306660963406,-48.0,5,29,38,0,0
34,2015-08-20T15:48:37,2412000000,22000000,2413089193686598792,-56.0,2,101,63,0,0
34,2015-08-20T15:48:37,2412000000,22000000,2249551794131043464,-57.8823547363,4,99,64,0,0
35,2015-08-20T15:48:37,2412000000,22000000,2293743807856247944,-58.0,2,100,63,0,0
35,2015-08-20T15:48:37,2412000000,22000000,3840169614833681540,-66.0,4,92,63,0,0
35,2015-08-20T15:48:37,2412000000,22000000,3840169614774699045,-76.0,1,4,21,0,0
35,2015-08-20T15:48:37,2412000000,22000000,3840169614827193480,-58.0,4,98,63,0,0
35,2015-08-20T15:48:37,2412000000,22000000,3840169614769521742,-34.0,6,37,33,0,0
35,2015-08-20T15:48:37,2412000000,22000000,2412244974914897032,-58.0,3,99,63,0,0
35,2015-08-20T15:48:37,2412000000,22000000,3032897921332151432,-70.5454559326,3,61,77,0,0
36,2015-08-20T15:48:37,2412000000,22000000,3840169614833681540,-67.7777786255,4,92,64,0,0
36,2015-08-20T15:48:37,2412000000,22000000,2708356959627183185,-52.0,4,67,14,0,0
36,2015-08-20T15:48:37,2412000000,22000000,3840169614827193480,-58.0,5,98,63,0,0
36,2015-08-20T15:48:37,2412000000,22000000,3840169614769521742,-34.0,6,35,34,0,0
36,2015-08-20T15:48:37,2412000000,22000000,3032897921332151432,-52.6666679382,5,100,63,0,0
36,2015-08-20T15:48:37,2412000000,22000000,3840169614845084823,-92.0,1,102,63,0,0
36,2015-08-20T15:48:37,2412000000,22000000,2293743807856247944,-58.0,1,102,63,0,0
37,2015-08-20T15:48:37,2412000000,22000000,2368052961189692552,-56.0,2,101,63,0,0
37,2015-08-20T15:48:37,2412000000,22000000,3840169614833681540,-66.0,4,87,65,0,0
37,2015-08-20T15:48:37,2412000000,22000000,3840169614827193480,-57.7999992371,5,98,63,0,0
37,2015-08-20T15:48:37,2412000000,22000000,2682742573505053774,-36.0,3,38,35,0,0
